,airport__name,aircraft__make_model,effect__amount_of_damage,flight_date,aircraft__airline_operator,origin_state,when__phase_of_flight,wildlife__size,wildlife__species,when__time_of_day,cost__other,cost__repair,cost__total_$,speed_ias_in_knots
4331,MEMPHIS INTL,B-727,None,10/18/96 0:00,UPS AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
4332,SAN ANTONIO INTL,B-757-200,None,10/18/96 0:00,UPS AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
4333,LOUISVILLE INTL ARPT,DC-8-70,None,10/19/96 0:00,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
4334,METRO OAKLAND INTL,B-737-300,None,10/19/96 0:00,DELTA AIR LINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
4335,DENVER INTL AIRPORT,B-737-300,None,10/19/96 0:00,US AIRWAYS*,Colorado,Approach,Small,Western meadowlark,Day,0,0,0,140.0
4336,CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,Minor,10/20/96 0:00,US AIRWAYS*,North Carolina,Landing Roll,Large,White-tailed deer,Night,0,0,0,
4337,LOS ANGELES INTL,B-737-500,Minor,10/20/96 0:00,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,175.0
4338,ORLANDO INTL,EMB-120,None,10/20/96 0:00,COMAIR AIRLINES,Florida,Climb,Medium,Unknown bird - medium,Night,0,0,0,
4339,SAN ANTONIO INTL,MD-82,None,10/20/96 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
4340,ATLANTIC CITY INTL,KC-10A,None,10/21/96 0:00,MILITARY,New Jersey,Approach,Medium,Unknown bird or bat,Day,0,0,0,130.0
4341,LIHUE ARPT,BE-200 KING,None,10/21/96 0:00,UNKNOWN,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
4342,MINNEAPOLIS-ST PAUL INTL,C-130E,None,10/21/96 0:00,MILITARY,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
4343,NEW ORLEANS INTL,B-737-300,None,10/21/96 0:00,SOUTHWEST AIRLINES,Louisiana,Climb,Medium,Unknown bird - medium,Night,0,0,0,210.0
4344,WASHINGTON DULLES INTL ARPT,B-757-200,None,10/21/96 0:00,AMERICAN AIRLINES,DC,Take-off run,Small,Unknown bird - small,Day,0,0,0,80.0
4345,LOS ANGELES INTL,B-767-300,None,10/22/96 0:00,DELTA AIR LINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,145.0
4346,JOHN F KENNEDY INTL,B-767,None,10/23/96 0:00,UNITED AIRLINES,New York,Approach,Large,Unknown bird - large,Night,0,0,0,
4347,PHILADELPHIA INTL,DC-8-70,None,10/23/96 0:00,UPS AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
4348,HONOLULU INTL ARPT,DC-9-50,None,10/23/96 0:00,BUSINESS,Hawaii,Approach,Small,Unknown bird - small,Night,0,0,0,120.0
4349,LAGUARDIA NY,MD-80,None,10/24/96 0:00,AMERICAN AIRLINES,New York,Landing Roll,Large,Canada goose,Night,0,0,0,
4350,BALTIMORE WASH INTL,B-737-300,None,10/24/96 0:00,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
4351,PHILADELPHIA INTL,B-737-300,None,10/24/96 0:00,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,230.0
4352,MEMPHIS INTL,B-727,None,10/24/96 0:00,FEDEX EXPRESS,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,
4353,FORT LAUDERDALE/HOLLYWOOD INTL,DC-9,None,10/24/96 0:00,TRANS WORLD AIRLINES,Florida,Landing Roll,Small,Rock pigeon,Day,0,0,0,150.0
4354,LIHUE ARPT,B-737-200,None,10/25/96 0:00,ALOHA AIRLINES,Hawaii,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
4355,LIHUE ARPT,B-737-200,None,10/25/96 0:00,UNKNOWN,Hawaii,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
4356,SEATTLE-TACOMA INTL,PA-31 NAVAJO,Minor,10/26/96 0:00,UNKNOWN,Washington,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
4357,JOHN F KENNEDY INTL,B-767,None,10/26/96 0:00,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,
4358,LOS ANGELES INTL,B-767-200,None,10/26/96 0:00,UNITED AIRLINES,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,
4359,PHILADELPHIA INTL,B-737-300,None,10/26/96 0:00,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,
4360,DETROIT METRO WAYNE COUNTY ARPT,DC-9,None,10/27/96 0:00,NORTHWEST AIRLINES,Michigan,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,
4361,SALT LAKE CITY INTL,B-757-200,Minor,10/27/96 0:00,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,190.0
4362,HONOLULU INTL ARPT,DC-10-40,None,10/27/96 0:00,NORTHWEST AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Day,0,0,0,115.0
4363,DALLAS/FORT WORTH INTL ARPT,MD-80,None,10/27/96 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,190.0
4364,DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,10/28/96 0:00,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
4365,RONALD REAGAN WASHINGTON NATL,B-737-300,None,10/28/96 0:00,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
4366,BALTIMORE WASH INTL,B-737-300,None,10/28/96 0:00,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
4367,GREATER PITTSBURGH,B-737-400,None,10/28/96 0:00,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,
4368,RONALD REAGAN WASHINGTON NATL,A-320,None,10/28/96 0:00,AMERICA WEST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
4369,RONALD REAGAN WASHINGTON NATL,MD-80,None,10/28/96 0:00,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,
4370,SAN ANTONIO INTL,B-737,None,10/29/96 0:00,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,155.0
4371,JOHN F KENNEDY INTL,B-767-200,Minor,10/29/96 0:00,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
4372,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,10/29/96 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,159.0
4373,PHILADELPHIA INTL,B-767,None,10/29/96 0:00,DELTA AIR LINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
4374,DALLAS/FORT WORTH INTL ARPT,MD-82,None,10/29/96 0:00,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
4375,HOUSTON-HOBBY,B-737-200,None,10/29/96 0:00,SOUTHWEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,320.0
4376,LIHUE ARPT,B-737-200,None,10/29/96 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0
4377,NEWARK LIBERTY INTL ARPT,B-737-200,None,10/29/96 0:00,DELTA AIR LINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,250.0
4378,CHICAGO MIDWAY INTL ARPT,B-737-200,Minor,10/30/96 0:00,SOUTHWEST AIRLINES,Illinois,Descent,Large,Canada goose,Day,0,0,0,250.0
4379,NEW ORLEANS INTL,B-727,None,10/30/96 0:00,AMERICAN AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
4380,CHICAGO O'HARE INTL ARPT,MD-82,None,10/30/96 0:00,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
4381,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,10/30/96 0:00,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,120.0
4382,LAMBERT-ST LOUIS INTL,B-737-300,None,10/30/96 0:00,SOUTHWEST AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
4383,LAMBERT-ST LOUIS INTL,B-727,Medium,10/30/96 0:00,BUSINESS,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,200.0
4384,INDIANAPOLIS INTL,C-402,Substantial,10/31/96 0:00,BUSINESS,Indiana,Approach,Medium,Unknown bird - medium,Night,14850,742,15592,180.0
4385,DETROIT METRO WAYNE COUNTY ARPT,DHC8 DASH 8,Minor,10/31/96 0:00,MESABA AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
4386,PORT COLUMBUS INTL,C-340,Minor,11/1/96 0:00,BUSINESS,Ohio,Descent,Medium,Unknown bird - medium,Night,0,0,0,185.0
4387,LAMBERT-ST LOUIS INTL,B-737-300,None,11/1/96 0:00,SOUTHWEST AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
4388,HONOLULU INTL ARPT,B-737-200,None,11/1/96 0:00,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,100.0
4389,PHOENIX SKY HARBOR,B-737-300,None,11/1/96 0:00,SOUTHWEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
4390,GREATER PITTSBURGH,B-737-400,None,11/1/96 0:00,US AIRWAYS*,Pennsylvania,Descent,Small,Unknown bird - small,Night,0,0,0,250.0
4391,BALTIMORE WASH INTL,B-737-200,None,11/2/96 0:00,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
4392,NEWARK LIBERTY INTL ARPT,FOKKER F100,Minor,11/3/96 0:00,AMERICAN AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,250.0
4393,PHILADELPHIA INTL,B-727,Minor,11/3/96 0:00,DELTA AIR LINES,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
4394,GREATER PITTSBURGH,FOKKER F100,Minor,11/3/96 0:00,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
4395,LAGUARDIA NY,MD-80,None,11/4/96 0:00,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
4396,LOUISVILLE INTL ARPT,B-737-200,None,11/5/96 0:00,US AIRWAYS*,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
4397,CHICAGO O'HARE INTL ARPT,A-320,Substantial,11/7/96 0:00,BUSINESS,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
4398,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,11/7/96 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,240.0
4399,RONALD REAGAN WASHINGTON NATL,CL-601/604,None,11/8/96 0:00,BUSINESS,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
4400,LIHUE ARPT,DC-9-30,None,11/8/96 0:00,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,130.0
4401,PHILADELPHIA INTL,DC-9-30,None,11/9/96 0:00,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
4402,SACRAMENTO INTL,MD-80,None,11/9/96 0:00,ALASKA AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
4403,CHICAGO O'HARE INTL ARPT,FOKKER F100,None,11/9/96 0:00,AMERICAN AIRLINES,Illinois,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
4404,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,11/9/96 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
4405,SAN ANTONIO INTL,B-737,None,11/10/96 0:00,AMERICA WEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
4406,HONOLULU INTL ARPT,B-747,Minor,11/10/96 0:00,JAPAN AIRLINES,Hawaii,Descent,Small,Unknown bird - small,Day,0,0,0,
4407,AUSTIN-BERGSTROM INTL,MD-82,None,11/10/96 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
4408,DALLAS/FORT WORTH INTL ARPT,MD-80,None,11/11/96 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
4409,DALLAS/FORT WORTH INTL ARPT,MD-80,None,11/12/96 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
4410,WASHINGTON DULLES INTL ARPT,DC-10,Minor,11/13/96 0:00,NORTHWEST AIRLINES,DC,Approach,Medium,Ring-billed gull,Day,0,0,0,140.0
4411,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,11/14/96 0:00,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,165.0
4412,NEWARK LIBERTY INTL ARPT,B-737,None,11/14/96 0:00,CONTINENTAL AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
4413,JOHN F KENNEDY INTL,A-300,None,11/14/96 0:00,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,
4414,JOHN F KENNEDY INTL,B-767,None,11/14/96 0:00,UNITED AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,
4415,PHILADELPHIA INTL,B-737-400,None,11/14/96 0:00,US AIRWAYS*,Pennsylvania,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
4416,TETERBORO AIRPORT,CITATIONJET,None,11/15/96 0:00,BUSINESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
4417,MINETA SAN JOSE INTL,B-737-500,None,11/15/96 0:00,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
4418,JOHN F KENNEDY INTL,B-727-100,None,11/16/96 0:00,ASTAR AIR CARGO,New York,Approach,Medium,Mallard,Night,0,0,0,135.0
4419,LAGUARDIA NY,DC-9,None,11/17/96 0:00,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,
4420,SAN FRANCISCO INTL ARPT,MD-83,None,11/17/96 0:00,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,180.0
4421,DALLAS/FORT WORTH INTL ARPT,B-737-200,Substantial,11/17/96 0:00,US AIRWAYS*,Texas,Climb,Small,Unknown bird - small,Day,0,541823,541823,160.0
4422,SAN ANTONIO INTL,B-737-200,None,11/17/96 0:00,SOUTHWEST AIRLINES,Texas,Landing Roll,Small,Western meadowlark,Day,0,0,0,130.0
4423,DALLAS/FORT WORTH INTL ARPT,ATR-72,None,11/18/96 0:00,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
4424,RONALD REAGAN WASHINGTON NATL,DC-9-30,None,11/19/96 0:00,US AIRWAYS*,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,130.0
4425,RONALD REAGAN WASHINGTON NATL,B-737-300,None,11/19/96 0:00,US AIRWAYS*,DC,Climb,Medium,Unknown bird - medium,Night,0,0,0,210.0
4426,LOUISVILLE INTL ARPT,CITATION II,None,11/19/96 0:00,BUSINESS,Kentucky,Take-off run,Small,Mourning dove,Day,0,0,0,80.0
4427,TETERBORO AIRPORT,C-560,None,11/20/96 0:00,BUSINESS,New Jersey,Approach,Medium,Red-tailed hawk,Day,0,0,0,
4428,LAGUARDIA NY,FOKKER F28 MK 1000,None,11/20/96 0:00,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
4429,SAN FRANCISCO INTL ARPT,B-767-200,None,11/20/96 0:00,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,145.0
4430,HONOLULU INTL ARPT,C-141B,None,11/20/96 0:00,MILITARY,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,230.0
4431,LAMBERT-ST LOUIS INTL,B-737-200,None,11/20/96 0:00,SOUTHWEST AIRLINES,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
4432,DALLAS/FORT WORTH INTL ARPT,B-727,None,11/21/96 0:00,DELTA AIR LINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
4433,CHARLESTON AFB/INTL ARPT,C-17A,None,11/21/96 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0
4434,DALLAS/FORT WORTH INTL ARPT,MD-80,None,11/22/96 0:00,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,
4435,WASHINGTON DULLES INTL ARPT,B-737-200,None,11/22/96 0:00,US AIRWAYS*,DC,Climb,Small,Mourning dove,Day,0,0,0,
4436,CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,11/22/96 0:00,SOUTHWEST AIRLINES,Ohio,Climb,Small,Unknown bird - small,Night,0,0,0,170.0
4437,SALT LAKE CITY INTL,C-172,Substantial,11/23/96 0:00,PRIVATELY OWNED,Utah,Approach,Large,Unknown bird - large,Dawn,0,0,0,
4438,CHARLESTON AFB/INTL ARPT,C-17A,None,11/24/96 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,230.0
4439,CHARLESTON AFB/INTL ARPT,C-17A,None,11/24/96 0:00,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,130.0
4440,SACRAMENTO INTL,FOKKER F28 MK 1000,None,11/26/96 0:00,HORIZON AIR,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
4441,GREATER PITTSBURGH,FOKKER F28 MK 1000,None,11/27/96 0:00,US AIRWAYS*,Pennsylvania,Approach,Large,Unknown bird - large,Night,0,0,0,130.0
4442,WASHINGTON DULLES INTL ARPT,B-737-300,Minor,11/27/96 0:00,US AIRWAYS*,DC,Take-off run,Medium,Ring-billed gull,Day,0,0,0,140.0
4443,DALLAS/FORT WORTH INTL ARPT,B-757-200,None,11/28/96 0:00,AMERICAN AIRLINES,Texas,Climb,Small,Horned lark,Day,0,0,0,160.0
4444,AUSTIN-BERGSTROM INTL,B-737-300,None,11/29/96 0:00,SOUTHWEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
4445,ORLANDO INTL,MD-82,Minor,12/1/96 0:00,AMERICAN AIRLINES,Florida,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,141.0
4446,ORLANDO INTL,B-737-300,Substantial,12/2/96 0:00,US AIRWAYS*,Florida,Approach,Large,Unknown bird - large,Day,0,0,0,142.0
4447,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,Substantial,12/2/96 0:00,ATLANTIC COAST AIRLINES,DC,Take-off run,Small,European starling,Day,0,0,0,100.0
4448,WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,12/2/96 0:00,ATLANTIC COAST AIRLINES,DC,Climb,Small,European starling,Day,0,0,0,120.0
4449,CHARLESTON AFB/INTL ARPT,C-141,None,12/2/96 0:00,MILITARY,South Carolina,Take-off run,Small,Killdeer,Day,0,0,0,120.0
4450,SAN FRANCISCO INTL ARPT,B-737-500,Substantial,12/4/96 0:00,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,90.0
4451,NEW ORLEANS INTL,B-737-300,None,12/4/96 0:00,US AIRWAYS*,Louisiana,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,
4452,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,12/4/96 0:00,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,130.0
4453,MEMPHIS INTL,B-727,None,12/5/96 0:00,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
4454,LAMBERT-ST LOUIS INTL,ATR-42,None,12/5/96 0:00,UNKNOWN,Missouri,Landing Roll,Small,Rock pigeon,Dawn,0,0,0,80.0
4455,SACRAMENTO INTL,B-737-300,None,12/5/96 0:00,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
4456,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,12/5/96 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Blackbirds,Day,0,0,0,140.0
4457,CLEVELAND-HOPKINS INTL ARPT,BE-1900,None,12/7/96 0:00,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
4458,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,12/7/96 0:00,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
4459,LIHUE ARPT,B-737-200,None,12/9/96 0:00,ALOHA AIRLINES,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,130.0
4460,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,12/10/96 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,160.0
4461,SALT LAKE CITY INTL,B-767,None,12/10/96 0:00,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
4462,ORLANDO INTL,B-737-400,None,12/10/96 0:00,US AIRWAYS*,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
4463,LAGUARDIA NY,B-737-300,None,12/11/96 0:00,US AIRWAYS*,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,150.0
4464,SACRAMENTO INTL,BE-200 KING,None,12/12/96 0:00,BUSINESS,California,Approach,Large,Unknown bird - large,Night,0,0,0,160.0
4465,ORLANDO INTL,DC-10,None,12/12/96 0:00,CONTINENTAL AIRLINES,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0
4466,LOUISVILLE INTL ARPT,DC-8,None,12/12/96 0:00,UPS AIRLINES,Kentucky,Take-off run,Small,European starling,Day,0,0,0,70.0
4467,DALLAS/FORT WORTH INTL ARPT,B-767-300,None,12/12/96 0:00,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,130.0
4468,SACRAMENTO INTL,B-727,None,12/13/96 0:00,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
4469,LIHUE ARPT,B-737,None,12/13/96 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
4470,MINETA SAN JOSE INTL,C-310,Medium,12/13/96 0:00,BUSINESS,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,160.0
4471,LOUISVILLE INTL ARPT,B-727-200,None,12/13/96 0:00,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
4472,LIHUE ARPT,B-737-200,None,12/14/96 0:00,ALOHA AIRLINES,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
4473,LAGUARDIA NY,B-737-200,None,12/14/96 0:00,US AIRWAYS*,New York,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
4474,LAMBERT-ST LOUIS INTL,B-737-300,None,12/15/96 0:00,CONTINENTAL AIRLINES,Missouri,Approach,Large,Unknown bird - large,Night,0,0,0,180.0
4475,METRO OAKLAND INTL,B-727,None,12/15/96 0:00,DELTA AIR LINES,California,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,160.0
4476,KANSAS CITY INTL,B-737-200,Substantial,12/15/96 0:00,SOUTHWEST AIRLINES,Missouri,Climb,Small,Rock pigeon,Day,0,0,0,145.0
4477,LIHUE ARPT,B-737-200,None,12/16/96 0:00,ALOHA AIRLINES,Hawaii,Climb,Medium,Unknown bird - medium,Day,0,0,0,
4478,LIHUE ARPT,B-737,None,12/16/96 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
4479,LIHUE ARPT,B-737-200,None,12/17/96 0:00,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
4480,MINNEAPOLIS-ST PAUL INTL,B-757-200,None,12/18/96 0:00,NORTHWEST AIRLINES,Minnesota,Approach,Large,Canada goose,Day,0,0,0,140.0
4481,BARKSDALE AIR FORCE BASE ARPT,B-52H,None,12/18/96 0:00,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,140.0
4482,GEORGE BUSH INTERCONTINENTAL,BE-1900,None,12/18/96 0:00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
4483,ATLANTA INTL,FOKKER F100,None,12/19/96 0:00,AMERICAN AIRLINES,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,190.0
4484,LIHUE ARPT,B-737-200,None,12/19/96 0:00,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
4485,SAN FRANCISCO INTL ARPT,B-747-1/200,None,12/20/96 0:00,BUSINESS,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,130.0
4486,SACRAMENTO INTL,FOKKER F28 MK 1000,None,12/21/96 0:00,HORIZON AIR,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
4487,LIHUE ARPT,B-737-200,None,12/21/96 0:00,ALOHA AIRLINES,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
4488,SACRAMENTO INTL,MD-80,None,12/22/96 0:00,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
4489,LIHUE ARPT,B-737,None,12/22/96 0:00,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,
4490,LIHUE ARPT,DC-9,None,12/22/96 0:00,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,
4491,SACRAMENTO INTL,B-737-300,Minor,12/23/96 0:00,SOUTHWEST AIRLINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,
4492,CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,12/23/96 0:00,SOUTHWEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Dusk,0,0,0,138.0
4493,PORT COLUMBUS INTL,B-737-300,None,12/24/96 0:00,AMERICA WEST AIRLINES,Ohio,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,120.0
4494,PORTLAND INTL (OR),B-737-300,None,12/26/96 0:00,SOUTHWEST AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
4495,LOUISVILLE INTL ARPT,B-737-300,None,12/26/96 0:00,SOUTHWEST AIRLINES,Kentucky,Climb,Small,European starling,Day,0,0,0,122.0
4496,NEW ORLEANS INTL,B-727,None,12/28/96 0:00,AMERICAN AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,155.0
4497,HOUSTON-HOBBY,ATR-72,None,12/28/96 0:00,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
